municipal,population_2007,population_2008,population_2009,population_2010,population_2011,population_2012,population_2013,population_2014,population_2015,population_2016,population_2017,population_2018,population_2019,cases_2007,cases_2008,cases_2009,cases_2010,cases_2011,cases_2012,cases_2013,cases_2014,cases_2015,cases_2016,cases_2017,cases_2018,cases_2019,age_0_to_4,age_5_to_14,age_15_to_29,age_30_and_up,illiterate,secondary_education,employed,unemployed,men,women,households_without_water_access,households_without_internet_access,houses_per_km2
concordia,10275,10344,10389,10459,10482,10484,10467,10420,10361,10339,10326,10505,10908,0,0,0,0,0,0,0,2,2,0,1,1,8,7.04,19.57,20.59,52.79,17.57,38.27,26.02,4.54,52.83,47.17,12.9,72.88,23.481818
el banco,57666,58576,59356,60021,60614,61138,61649,62119,62552,63151,63844,65457,67811,31,5,2,14,2,17,59,16,101,67,5,7,93,9.61,21.28,25.99,43.12,11.52,45.91,31.46,5.61,50.5,49.5,37.32,76.28,17.150735
el pinon,19376,19846,20166,20450,20762,21122,21392,21566,21700,21868,22022,22530,23400,2,16,4,0,2,0,8,1,74,2,0,0,30,8.54,19.12,23.88,48.46,15.71,39.51,29.61,7.44,52.19,47.81,21.75,80.48,7.149742
el reten,17679,17691,17827,17976,18154,18299,18447,18601,18748,18957,19179,19697,20455,0,2,1,0,1,0,6,17,2,2,0,53,12,9.81,22.95,28.34,38.9,14.23,46.46,25.02,6.86,51.32,48.68,14.49,82.87,15.912409
fundacion,58568,59292,59964,60499,60645,60428,60560,61122,61951,63120,64411,66433,68681,10,10,5,10,3,25,84,24,232,102,4,631,102,9.5,21.91,26.68,41.91,10.44,49.95,30.47,4.05,49.29,50.71,11.94,65.86,17.172932
guamal,25273,25558,25828,26097,26316,26527,26690,26797,26818,26729,26480,26620,27345,1,1,15,119,20,34,15,14,305,35,15,6,136,9.07,21.82,21.94,47.17,13.61,43.54,26.68,4.63,51.85,48.15,30.15,80.81,10.929603
nueva granada,16754,16948,17124,17342,17635,18057,18384,18609,18828,19018,19196,19663,20485,0,0,1,5,0,3,29,2,4,0,0,75,224,9.72,23.97,25.37,40.94,14.38,36.84,32.08,1.82,52.22,47.78,60.6,83.81,3.888393
pedraza,8381,8500,8613,8708,8781,8853,8900,8958,8994,9038,9066,9196,9225,1,0,0,0,0,0,4,0,1,1,0,0,0,8.81,21.17,22.72,47.3,13.85,39.79,27.69,6.1,52.41,47.59,16.49,78.57,1.144287
pijino del carmen,13799,13689,13561,13353,13062,12732,12427,12152,11962,11889,11888,12093,12548,0,3,0,58,1,2,8,32,12,2,0,2,32,10.66,24.05,24.62,40.66,10.96,44.42,25.37,3.72,51.83,48.17,21.99,73.24,5.0551330000000005
pivijay,36966,37386,37809,38155,38458,38692,38851,38817,38508,37951,37260,37341,38203,4,45,16,27,11,4,114,15,86,9,5,11,83,8.54,19.68,23.73,48.06,13.35,43.7,31.87,5.11,51.1,48.9,32.97,71.42,5.542176
plato,54278,55374,56186,56867,57455,57973,58464,58905,59336,59847,60427,61766,63026,7,3,3,6,1,50,163,19,56,17,0,18,434,9.31,21.37,25.83,43.5,13.87,45.14,35.02,4.64,51.17,48.83,19.71,76.77,9.301197
puebloviejo,25985,26261,26557,26828,27075,27320,27556,27835,28133,28601,29030,29824,31151,2,0,2,1,1,7,27,5,4,2,0,1,21,10.28,20.69,27.85,41.17,13.01,47.35,26.74,7.4,51.14,48.86,82.33,91.86,7.740955
remolino,9777,10124,10322,10465,10593,10688,10777,10866,10945,11040,11166,11445,11702,0,0,1,1,0,0,5,2,1,1,0,0,1,8.57,18.73,25.6,47.1,14.26,43.05,34.92,3.66,52.04,47.96,5.64,70.23,3.482815
sabanas de san angel,15006,15172,15338,15494,15715,15992,16091,15982,15776,15582,15448,15644,16247,0,1,41,1,0,0,1,27,13,4,0,44,20,10.26,23.92,23.77,42.05,18.26,34.49,30.64,3.07,53.73,46.27,35.01,67.45,2.844351
salamina,8627,8738,8836,8983,9300,9871,10223,10357,10414,10480,10535,10733,11043,2,2,5,2,0,0,9,3,24,0,0,1,3,7.79,17.34,25.12,49.75,11.43,43.88,27.53,7.79,50.91,49.09,6.93,60.09,14.474286
san sebastian de buenavista,18773,18993,19196,19384,19553,19700,19813,19841,19746,19580,19359,19523,20171,0,1,9,15,0,2,29,57,6,86,43,2,121,9.64,21.75,23.07,45.54,11.24,44.3,21.65,10.65,51.42,48.58,29.58,81.1,11.179177
san zenon,10496,10810,10993,11118,11217,11299,11351,11409,11417,11454,11474,11681,12104,0,1,0,3,3,4,4,9,14,22,0,4,17,10.46,24.17,24.58,40.79,11.92,41.18,28.24,4.26,51.41,48.59,16.17,75.93,10.806723
santa ana,23815,24091,24369,24631,24916,25185,25414,25553,25642,25632,25432,25438,25750,0,7,3,14,2,9,74,64,105,16,2,2,181,9.56,22.42,24.79,43.22,10.89,46.36,30.94,4.22,51.9,48.1,22.89,83.47,5.184821
santa barbara de pinto,9666,9602,9634,9720,9800,9883,9958,10044,10105,10210,10323,10575,10977,3,0,1,13,2,27,68,6,10,1,1,0,3,8.55,22.56,24.32,44.57,13.71,42.31,29.15,3.69,51.54,48.46,16.72,75.12,5.064386
sitionuevo,25371,25306,25382,25509,25649,25787,25938,26051,26162,26330,26530,27128,28254,0,1,1,5,0,1,17,11,3,3,0,5,2,9.21,21.39,26.71,42.68,16.36,40.26,20.57,15.13,52.0,48.0,48.83,89.75,12.12831
tenerife,12790,12938,13087,13220,13331,13446,13557,13594,13579,13512,13286,13236,13354,0,0,5,6,2,15,45,2,13,2,1,5,147,8.73,21.5,24.59,45.19,13.55,44.14,30.17,3.5,53.09,46.91,28.77,73.24,6.336798
zapayan,8852,8950,9047,9148,9236,9343,9420,9484,9540,9612,9684,9895,10293,0,13,6,1,0,0,9,24,0,0,0,4,29,8.1,23.36,25.2,43.34,15.4,37.89,30.84,2.06,52.85,47.15,19.67,79.96,5.597734
zona bananera,62196,63296,64144,64861,65484,66005,66474,66815,67071,67377,67523,68722,71578,20,7,8,3,5,4,51,17,9,6,3,18,207,10.22,22.49,28.15,39.15,10.48,45.99,31.23,2.49,50.99,49.01,46.35,88.13,34.475336
villavicencio,416457,428581,440768,452918,464534,475146,485565,495613,504622,512787,521409,531275,538824,1689,310,1711,3514,1724,2949,5285,4046,2088,1320,556,2276,8258,6.82,15.8,26.75,50.63,3.22,62.3,40.08,5.75,49.33,50.67,5.99,36.51,111.006093
acacias,59736,61642,63557,65522,67458,69390,71415,73742,76622,80221,84253,88023,90124,571,354,311,744,357,837,891,1116,742,297,148,628,1574,7.23,16.2,26.31,50.26,3.85,57.88,36.75,5.99,52.07,47.93,6.5,54.97,20.457551
barranca de upia,3777,3946,4084,4244,4397,4538,4682,4834,5087,5516,6018,6440,6513,11,5,43,106,22,39,33,19,27,17,2,96,139,8.96,20.97,29.01,41.05,6.16,48.87,36.16,4.0,50.5,49.5,16.46,64.82,5.7047620000000006
cabuyaro,3861,3998,4160,4319,4505,4690,4864,5063,5392,5707,5908,6062,6130,10,7,0,17,16,40,64,111,26,5,9,12,102,8.69,18.46,26.12,46.72,7.81,47.46,36.51,5.49,55.14,44.86,16.46,61.15,1.835973
castilla la nueva,7840,8136,8441,8775,9128,9489,9842,10219,10763,11696,12945,14300,15186,68,86,20,65,34,63,147,257,237,87,26,80,410,7.99,17.74,29.23,45.04,4.49,54.3,36.05,8.78,51.84,48.16,8.84,71.93,7.727633999999999
cubarral,5612,5781,5996,6229,6497,6801,7002,7021,6935,6875,6875,6963,7019,10,9,21,23,5,54,97,5,107,7,5,15,223,6.6,18.06,24.38,50.95,5.36,50.24,38.11,3.67,50.46,49.54,10.26,60.37,1.736239
cumaral,18030,18645,19272,19950,20627,21225,21724,22099,22231,22306,22464,22831,23014,87,57,133,91,58,152,257,163,120,48,8,71,503,7.28,17.63,26.86,48.22,5.3,53.87,38.67,5.41,49.71,50.29,18.03,63.19,10.813793
el calvario,2365,2429,2488,2544,2587,2637,2670,2624,2554,2296,1975,1776,1696,2,0,0,0,0,0,0,3,0,0,0,1,0,5.59,22.1,23.17,49.14,3.05,49.59,28.06,7.68,54.98,45.02,17.37,58.81,2.57
el castillo,6316,6605,6879,7167,7450,7763,7989,8181,8297,8312,8172,7977,7619,14,81,40,50,6,10,19,24,10,46,59,16,124,7.41,20.04,24.43,48.13,8.4,39.84,36.69,3.93,52.58,47.42,28.06,74.12,3.438672
el dorado,3369,3466,3565,3678,3776,3848,3896,3842,3804,3781,3807,3888,3932,12,14,1,24,9,3,28,35,34,12,17,3,97,6.81,18.55,24.6,50.04,6.73,48.09,35.66,3.16,51.31,48.69,10.68,68.68,11.06087
fuente de oro,11322,11615,12009,12386,12750,12943,12866,12524,12148,11934,11943,12129,12266,3,2,1,53,29,63,140,130,201,24,32,46,277,7.27,18.79,25.28,48.67,8.29,45.47,37.8,3.49,51.33,48.67,33.37,69.05,5.8391720000000005
granada,53410,54899,56489,58154,59778,61268,62686,64016,65240,66384,67556,68876,69770,55,19,58,123,108,621,462,324,535,140,44,257,1096,7.7,18.55,26.38,47.37,5.33,50.85,39.67,3.74,49.23,50.77,33.89,58.25,62.248571
guamal,10385,10824,11213,11616,11975,12342,12662,12949,13257,13497,13797,14119,14298,50,56,25,78,27,178,101,112,62,35,16,149,304,7.35,17.03,25.15,50.47,4.38,56.57,39.21,6.79,49.9,50.1,3.44,67.57,5.403822
mapiripan,13516,13646,13326,12229,10457,8789,7613,6964,6728,6726,6827,7007,7086,1,1,10,115,4,9,24,20,22,9,0,14,23,13.45,22.48,24.5,39.56,11.66,28.74,28.6,3.56,54.21,45.79,54.19,77.97,0.151316
mesetas,7223,7901,8368,8750,9141,9498,9814,10047,10291,10555,10839,11159,10706,4,6,2,13,2,15,27,17,92,5,2,14,296,7.87,19.71,24.76,47.67,9.19,37.17,37.82,2.87,53.05,46.95,31.71,72.11,1.720707
la macarena,4678,4807,4975,5189,5615,6600,9072,13646,19061,23092,25417,26890,27534,4,2,4,10,13,88,89,164,44,83,20,63,58,9.6,23.35,27.38,39.67,8.12,33.75,27.51,2.77,53.87,46.13,63.96,71.86,0.622139
uribe,8384,8547,8774,9071,9364,9608,9668,9511,9262,9102,9114,9284,9388,15,2,3,10,4,9,33,62,72,9,1,18,63,7.79,21.44,29.78,40.99,9.23,30.37,33.21,2.51,56.46,43.54,63.95,77.4,0.414113
lejanias,9826,10192,10565,10982,11423,11860,12183,12399,12434,12234,11792,11463,11256,3,25,4,54,18,95,76,40,119,31,9,9,150,7.52,19.33,24.19,48.97,8.27,39.08,37.46,2.49,51.93,48.07,24.38,79.59,3.827465
puerto concordia,8694,8569,8321,8078,7874,7743,7725,7782,7849,7989,8164,8390,8484,2,5,22,58,21,40,29,44,16,9,4,26,152,9.0,23.27,23.76,43.96,10.54,36.61,31.78,4.09,53.83,46.17,49.71,74.13,1.968413
puerto gaitan,16569,17160,17818,18556,19398,20336,21574,23667,27670,33585,38592,41513,42677,11,20,8,49,29,180,230,90,316,63,31,33,429,11.6,21.88,29.61,36.91,8.22,42.76,29.22,6.03,53.55,46.45,44.23,71.46,0.5998060000000001
puerto lopez,31187,32227,33324,34432,35496,36294,36573,35931,34259,32222,30815,30399,30301,84,266,42,285,25,175,326,353,542,100,124,223,759,8.05,19.57,25.99,46.39,6.63,49.61,34.99,6.75,50.92,49.08,16.37,68.68,1.289911
puerto lleras,11280,11692,12165,12672,13197,13593,13683,13192,12133,11133,10554,10423,10359,24,16,16,39,39,53,78,54,52,11,3,8,125,8.03,19.71,25.46,46.8,7.96,41.07,38.21,5.25,54.01,45.99,49.36,64.27,1.172614
puerto rico,9291,9821,10204,10593,10966,11344,11617,11912,12155,12433,12722,13061,12918,0,0,0,1,0,99,92,127,71,41,11,109,234,8.04,20.27,25.16,46.53,8.86,37.0,40.58,2.13,54.77,45.23,49.52,68.15,1.120665
restrepo,11259,11682,12119,12618,13570,15161,16223,16719,17119,17464,17845,18268,18474,45,83,18,93,51,143,129,75,152,25,27,48,261,6.96,16.74,24.96,51.33,3.67,59.83,40.18,5.12,50.23,49.77,11.64,49.86,12.506912
san carlos de guaroa,7403,7662,7948,8250,8582,8924,9271,9613,10161,10943,11718,12296,12598,32,28,44,68,9,98,130,34,172,32,19,177,119,9.0,20.27,27.26,43.48,5.58,46.64,38.25,4.6,52.91,47.09,13.37,66.13,4.316893
san juan de arama,7504,7738,7983,8253,8538,8791,9029,9226,9301,9354,9244,9118,8948,2,15,5,47,8,27,88,10,22,9,8,24,182,6.54,18.21,26.84,48.41,7.66,41.3,36.02,4.09,53.29,46.71,33.54,71.96,2.319862
san juanito,1949,2001,2086,2130,2208,2272,2290,2229,2008,1692,1434,1307,1266,0,0,1,0,0,2,1,0,1,1,0,0,3,8.18,20.54,28.2,43.08,3.05,44.3,28.55,1.57,52.22,47.78,26.37,61.54,2.166667
san martin,24527,25476,26333,27173,27981,28657,29238,29477,29109,28087,27075,26707,26571,30,41,56,119,47,54,100,95,130,55,50,65,953,7.19,18.57,24.81,49.43,5.4,51.96,36.08,5.61,49.48,50.52,15.51,69.07,1.196174
vistahermosa,12567,12996,13490,14019,14586,15140,15606,16020,16398,16827,17279,17778,17168,14,39,33,71,40,90,62,114,113,34,26,38,357,7.26,20.77,24.44,47.53,9.79,36.93,40.13,3.7,53.25,46.75,33.42,68.55,1.347698
pasto,391184,392834,394200,395579,398441,401906,401525,399215,396389,393609,391890,392930,392748,3,8,10,45,9,7,19,23,3,10,0,1,8,5.53,12.52,25.91,56.03,3.51,61.14,41.65,6.07,47.34,52.66,1.36,42.29,97.184792
alban,20287,20508,20671,20637,19660,17875,16933,15745,13647,11481,10167,9642,9443,0,0,1,0,0,0,0,0,0,1,0,0,0,5.39,13.82,25.67,55.12,8.89,39.27,26.73,16.55,50.62,49.38,26.13,95.43,29.951807
aldana,6944,7014,7073,7146,7233,7323,7365,7412,7364,7351,7341,7392,7375,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98,14.97,24.53,54.51,5.17,40.54,37.88,3.03,48.25,51.75,15.06,81.24,28.861538
ancuya,8929,9084,9177,9279,9370,9454,9523,9492,9349,9126,8907,8801,8678,1,0,0,1,0,1,2,0,3,8,0,0,0,4.38,12.18,22.26,61.18,7.39,39.18,42.88,1.9,51.24,48.76,2.82,80.55,30.821918
arboleda,7943,8078,8166,8265,8371,8442,8492,8511,8444,8410,8383,8443,8431,1,0,0,1,0,0,0,0,1,0,1,0,0,5.9,15.72,26.8,51.57,11.2,39.27,24.48,15.81,50.5,49.5,26.09,76.83,33.587302
barbacoas,31227,31534,31841,32182,32748,33850,35711,39370,45266,50859,54061,55633,56195,8,0,0,4,3,0,7,9,11,11,19,15,17,10.8,24.66,29.25,35.29,19.46,28.19,26.98,3.13,50.52,49.48,85.84,85.87,5.0186470000000005
belen,5874,6026,6109,6174,6227,6306,6309,6325,6293,6300,6286,6322,6311,0,0,0,0,0,0,0,0,1,0,0,0,1,5.36,13.27,24.85,56.52,7.19,44.47,29.49,10.46,48.96,51.04,8.41,88.5,32.270833
buesaco,22147,22437,22716,23030,23369,23727,24064,24143,23966,23774,23736,23908,23909,0,0,0,0,1,0,0,3,0,0,0,0,0,5.65,15.18,24.83,54.34,9.57,33.62,38.8,2.93,49.8,50.2,23.03,68.39,9.384164
colon,10081,10196,10319,10421,10533,10636,10656,10487,10010,9348,8802,8526,8403,1,0,0,5,0,0,0,1,0,1,0,0,0,5.14,14.09,25.88,54.89,12.39,36.64,36.94,2.94,51.13,48.87,21.46,89.79,31.573171
consaca,12183,12549,12814,13022,13251,13467,13619,13683,13671,13659,13680,13784,13761,0,0,0,0,0,0,1,0,0,1,0,0,0,4.67,13.23,24.37,57.73,9.84,38.41,33.26,9.37,49.46,50.54,5.6,77.52,24.030303
contadero,7365,7514,7593,7648,7574,7345,7284,7279,7256,7218,7230,7270,7252,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26,14.3,24.98,54.46,6.51,39.53,30.81,9.64,49.51,50.49,8.87,74.51,40.466667
cordoba,14255,14469,14702,14965,15273,15594,15798,15840,15673,15515,15439,15516,15496,0,0,1,0,0,5,4,0,2,1,0,1,1,7.05,16.01,28.31,48.63,7.1,41.61,35.5,4.91,48.27,51.73,8.87,83.12,16.099291
cuaspud,8484,8648,8799,8973,9151,9320,9389,9331,9234,9155,9144,9201,9199,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,15.91,26.25,51.29,5.54,36.81,27.28,7.86,49.06,50.94,40.76,77.32,48.958333
cumbal,23802,24249,24852,25688,26987,28683,30410,32156,33928,35393,36273,36864,36975,0,0,0,1,0,0,0,1,0,0,0,1,0,6.9,16.63,27.0,49.48,7.28,41.37,32.51,2.11,48.96,51.04,12.43,81.13,14.646972
cumbitara,6441,6523,6593,6678,6740,6839,6876,6849,6695,6428,6137,5948,5843,0,0,0,0,0,0,1,0,1,2,0,0,1,5.89,16.6,27.14,50.37,7.12,35.79,33.28,2.96,50.96,49.04,11.26,66.57,4.5178080000000005
chachagui,13903,14392,14679,14871,15075,15242,15363,15406,15333,15288,15267,15354,15328,0,0,0,0,0,1,0,0,2,1,0,1,0,6.07,14.52,26.28,53.13,8.49,43.51,35.17,5.34,49.87,50.13,5.19,48.05,25.243243
el charco,27287,27603,27885,28134,28359,28372,27606,25929,24075,22914,22492,22505,22528,1,4,0,0,1,8,3,6,16,3,3,3,12,10.97,25.36,28.24,35.44,17.51,33.35,28.17,3.37,50.59,49.41,78.8,85.54,4.266926
el penol,7048,7139,7252,7362,7434,7523,7557,7549,7472,7420,7391,7446,7443,0,0,0,0,0,0,0,0,0,5,0,1,3,4.02,13.95,24.65,57.38,13.1,34.53,40.04,5.29,50.54,49.46,31.21,79.72,16.487603
el rosario,13006,13333,13525,13591,13256,12523,12292,12303,12251,12196,12193,12280,12169,0,1,0,5,0,0,0,4,4,1,0,5,0,5.57,14.24,25.85,54.34,10.1,33.86,29.01,11.36,50.71,49.29,21.84,89.51,4.685512
el tablon de gomez,15316,15610,15837,16032,16175,16275,16169,15743,15097,14594,14342,14342,14296,0,1,0,7,1,0,0,2,3,3,0,0,0,5.38,15.34,28.65,50.63,8.06,35.52,30.9,8.43,50.76,49.24,41.96,91.88,19.321569
el tambo,14455,14632,14746,14885,15016,15164,15223,15224,15094,14828,14527,14283,13986,0,0,0,1,0,0,1,0,0,3,0,0,1,5.31,13.38,23.93,57.38,8.28,37.32,36.69,4.52,49.53,50.47,12.32,74.6,14.882979
funes,7003,7085,7151,7208,7292,7396,7503,7646,7684,7510,7302,7222,7168,1,0,0,1,0,0,1,0,0,0,0,0,0,4.88,13.98,24.38,56.77,10.55,35.81,35.45,4.8,50.27,49.73,12.21,73.31,4.963145
guachucal,18193,18535,18781,19012,19256,19463,19634,19681,19587,19474,19395,19450,19387,0,0,0,0,0,0,1,0,0,0,0,0,0,5.83,12.45,25.78,55.94,7.75,39.81,30.73,6.29,48.35,51.65,8.36,88.0,35.773585
guaitarilla,14227,14470,14669,14815,14973,15108,15073,14743,13895,12743,11914,11582,11422,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15,12.56,24.83,57.46,7.1,32.93,40.76,3.87,49.99,50.01,2.67,75.04,26.923664
gualmatan,5891,5950,6011,6061,6132,6241,6407,6684,6909,6972,7012,7057,7049,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,13.61,23.97,57.62,4.8,44.52,31.08,11.67,47.6,52.4,8.16,79.98,53.514286
iles,8244,8345,8426,8520,8566,8586,8430,8173,7895,7725,7635,7662,7646,0,0,0,0,0,0,0,0,0,0,1,0,0,6.48,14.29,26.86,52.38,7.07,35.11,30.84,11.15,48.71,51.29,10.64,72.15,27.817073
imues,8097,8261,8366,8476,8577,8653,8698,8664,8491,8164,7862,7657,7530,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77,12.44,25.4,57.39,7.45,42.5,27.05,7.37,48.2,51.8,15.39,56.31,24.081395
ipiales,111349,111855,112396,113031,114290,115960,116577,116507,116126,115792,115671,116136,115992,0,1,0,0,0,1,3,5,3,3,2,5,5,6.5,16.0,26.1,51.4,4.77,50.49,41.91,3.99,48.19,51.81,13.2,71.72,18.548916
la cruz,18271,18464,18629,18787,18940,19058,19133,19194,19133,18906,18749,18754,18697,0,0,0,3,0,1,1,0,0,2,1,0,0,5.32,13.03,24.3,57.35,9.27,42.54,34.66,8.47,49.05,50.95,3.61,85.72,22.92827
la florida,11707,11848,11985,12119,12272,12365,12403,12222,11713,10968,10361,10104,9985,0,0,0,0,0,0,1,0,0,1,0,0,0,5.27,12.57,23.89,58.27,11.13,35.25,17.31,17.03,49.62,50.38,5.33,65.7,20.937063
la llanada,4769,4967,5077,5142,5223,5350,5554,5922,6257,6403,6442,6492,6481,0,0,0,0,0,0,0,0,0,2,0,0,0,7.33,16.07,27.83,48.77,7.07,41.85,26.67,4.77,49.37,50.63,23.8,86.15,8.218867999999999
la tola,8748,8813,8841,8888,8964,8989,8692,7912,7265,7155,7281,7411,7441,1,0,0,2,0,0,3,0,1,1,1,0,0,9.92,23.89,28.75,37.44,15.96,39.56,26.0,4.1,50.16,49.84,82.99,81.63,3.206972
la union,30757,31296,31679,31978,32281,32528,32467,32167,31890,31702,31679,31858,31803,1,0,1,17,2,0,4,3,5,5,1,2,1,5.84,13.81,26.15,54.19,9.83,44.21,27.05,12.54,49.81,50.19,46.6,86.14,56.340136
leiva,11925,12033,12142,12249,12357,12482,12438,12160,11489,10666,10039,9768,9653,1,0,0,0,0,0,0,0,19,12,2,1,1,6.45,16.8,27.0,49.75,12.64,32.95,31.73,7.66,51.99,48.01,41.02,85.21,8.572785000000001
linares,12138,12302,12456,12572,12709,12811,12799,12585,11994,11144,10530,10236,10098,0,0,0,2,0,0,0,2,0,1,0,0,1,4.71,13.16,23.74,58.39,9.9,33.7,38.78,2.6,50.39,49.61,5.77,74.94,25.304348
los andes,14546,14608,14719,14829,14954,15008,14822,14085,12619,11015,9965,9547,9376,0,0,0,0,0,0,0,1,2,2,0,0,2,6.41,15.81,25.76,52.02,8.81,37.42,29.92,7.18,50.4,49.6,13.34,82.66,3.079383
magui,14285,14447,14594,14782,15028,15433,15997,16894,18516,20967,23255,24705,25214,0,0,0,0,2,0,0,1,0,2,1,1,35,13.24,23.67,32.27,30.82,16.43,31.66,18.43,17.81,51.07,48.93,88.0,86.02,2.174212
mallama,8457,8557,8636,8734,8857,8953,9038,9058,9017,8968,8936,8976,8960,0,0,0,1,0,0,0,6,2,1,0,0,1,6.41,15.26,27.02,51.3,8.04,41.08,33.65,3.67,50.17,49.83,18.91,76.32,4.338983
mosquera,9959,9818,9812,9883,9994,10157,10253,10465,10730,11197,11653,11984,12283,0,0,0,14,3,3,4,6,3,8,1,0,6,7.73,19.66,33.29,39.32,12.4,46.39,33.96,5.81,50.64,49.36,88.84,88.23,3.917404
narino,4687,4766,4802,4794,4746,4687,4574,4453,4395,4348,4354,4364,4355,2,1,2,8,1,0,4,2,2,7,3,6,8,5.54,13.58,25.66,55.23,6.06,42.78,30.15,5.69,49.84,50.16,5.13,78.38,23.7
olaya herrera,28176,28456,28558,28402,27906,27308,27090,26923,26335,25725,25398,25358,25282,0,0,0,0,2,3,8,3,6,9,2,1,14,10.39,24.76,29.8,35.05,17.02,36.55,26.15,8.1,49.96,50.04,80.2,81.46,5.583838
ospina,8505,8578,8684,8762,8850,8897,8871,8649,8149,7607,7239,7105,7039,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,13.05,26.14,55.24,6.27,35.91,34.69,4.82,49.43,50.57,3.16,74.59,31.378788
francisco pizarro,12997,13326,13510,13669,13824,14033,14144,14172,14107,14068,14079,14193,14176,2,0,0,0,2,0,15,22,1,1,1,0,27,9.02,24.75,25.72,40.51,17.39,37.63,29.31,4.71,50.07,49.93,59.39,85.37,2.2353560000000003
policarpa,10287,10417,10532,10641,10780,10897,10970,10935,10699,10310,10010,9897,9827,0,2,3,22,0,0,5,2,0,9,0,0,3,5.58,17.89,28.96,47.56,8.46,34.4,40.43,1.51,50.02,49.98,16.96,78.94,5.796574
potosi,13814,13998,14168,14321,14498,14627,14639,14290,13366,12044,10938,10414,10197,0,0,0,0,0,0,0,0,0,0,2,0,0,7.07,14.88,24.56,53.49,5.43,35.29,44.75,1.72,49.29,50.71,1.5,85.9,10.722222
providencia,12235,12310,12254,11892,10512,8308,6915,6182,5812,5627,5561,5572,5562,1,1,0,0,0,0,1,0,1,1,0,0,0,6.84,15.2,27.15,50.81,5.65,40.2,15.8,24.79,48.5,51.5,22.73,79.27,40.477273
puerres,9232,9340,9418,9522,9628,9790,9926,9994,9795,9316,8840,8581,8450,0,0,0,0,0,0,0,0,0,2,0,0,0,5.88,14.59,23.53,56.0,5.4,42.9,30.07,8.83,49.02,50.98,8.53,72.26,8.498607000000002
pupiales,19282,19531,19800,20085,20406,20699,20800,20481,19634,18558,17790,17491,17334,0,0,0,0,0,0,0,3,0,0,0,0,0,5.34,13.98,24.06,56.61,3.97,38.76,36.04,5.58,49.05,50.95,9.52,75.15,33.888889
ricaurte,15633,15887,16123,16332,16587,16923,17231,17466,17746,18262,18976,19631,19885,0,1,0,0,0,1,3,7,6,3,0,0,4,9.42,23.6,30.01,36.97,19.68,28.43,27.16,4.94,51.06,48.94,65.01,84.85,4.384806
roberto payan,10381,9916,9871,10107,10589,11276,11984,12441,12590,12588,12595,12667,12681,2,1,2,0,0,0,0,0,0,2,0,1,6,10.52,24.8,29.04,35.64,19.24,28.66,19.97,4.22,50.63,49.37,84.77,82.58,2.240686
samaniego,52298,52849,53283,53337,51484,47843,46279,44980,41875,36782,31978,29414,28380,0,2,4,14,1,3,263,7,10,21,2,5,24,5.45,14.12,26.97,53.45,12.7,35.98,31.2,12.73,49.64,50.36,25.33,91.97,11.733333
sandona,25447,25584,25787,26004,26239,26521,26560,26303,25478,23917,22019,20773,20184,0,0,0,0,0,0,3,0,0,2,0,0,1,5.07,12.9,24.14,57.9,9.93,42.08,38.94,3.53,49.71,50.29,1.85,76.93,60.079208
san bernardo,14640,14692,14637,14320,13579,12334,11045,10085,9533,9267,9186,9202,9186,0,0,0,1,1,0,1,0,0,0,0,0,0,5.87,14.14,26.67,53.31,9.2,36.8,16.6,18.1,51.12,48.88,39.49,89.86,34.5
san lorenzo,19434,19710,19935,20145,20291,20355,20195,19767,19143,18671,18474,18473,18435,0,0,0,0,0,1,2,0,1,8,0,0,2,5.66,14.94,26.13,53.26,11.25,33.29,31.62,6.86,51.44,48.56,35.66,82.4,17.621723
san pablo,15682,15880,16052,16203,16384,16561,16647,16639,16475,16125,15736,15389,15034,0,0,0,1,0,0,1,0,2,0,0,0,0,5.28,13.47,23.94,57.31,11.2,40.03,35.02,4.02,48.46,51.54,49.16,80.21,34.731481
san pedro de cartago,6515,6505,6554,6618,6706,6773,6838,6869,6817,6803,6784,6843,6831,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07,14.76,27.16,52.01,11.03,34.22,35.99,2.71,50.53,49.47,65.64,91.95,32.3
santa barbara,11911,12493,12795,13006,13202,13414,13532,13592,13511,13406,13363,13427,13331,0,0,0,0,3,0,1,23,15,1,0,1,0,10.05,24.19,29.06,36.71,15.77,32.66,26.39,7.26,50.63,49.37,93.86,94.04,2.215097
santacruz,13457,13196,13165,13077,12342,11183,10882,10852,10789,10744,10725,10796,10939,1,0,0,0,2,0,1,1,0,0,0,0,2,6.73,15.76,30.1,47.41,10.22,30.12,21.92,17.15,50.49,49.51,47.29,90.55,6.045045
sapuyes,7676,7769,7859,7938,8033,8110,8148,8104,7947,7676,7449,7346,7277,0,0,0,0,0,0,1,0,0,0,0,0,1,5.48,13.22,25.88,55.42,5.84,35.29,26.89,9.63,49.98,50.02,9.27,86.38,14.157895000000002
